Ghi chu:,Water Level (m)- Muc nuoc; Rainfall (mm)-Luong mua; ,,,,,
10/27/2022 12:00,0,0,0,6.97,1.5,0.52
10/27/2022 13:00,0,0,0,6.96,1.49,0.56
10/27/2022 14:00,0,0,0,6.95,1.48,0.46
10/27/2022 15:00,0,0,0,6.93,1.47,0.35
10/27/2022 16:00,0,0,0,6.92,1.46,0.25
10/27/2022 17:00,0,0,0,6.91,1.45,0.16
10/27/2022 18:00,0,0,0,6.9,1.44,0.06
10/27/2022 19:00,0,0,0,6.89,1.43,-0.03
10/27/2022 20:00,0,0,0,6.88,1.42,0.05
10/27/2022 21:00,0,0,0,6.88,1.42,0.14
10/27/2022 22:00,0,0,0,6.87,1.41,0.22
10/27/2022 23:00,0,0,0,6.86,1.4,0.42
10/28/2022 0:00,0,0,0,6.85,1.39,0.61
10/28/2022 1:00,0,0,0,6.84,1.38,0.81
10/28/2022 2:00,0,0,0,6.84,1.37,0.82
10/28/2022 3:00,0,0,0,6.83,1.37,0.84
10/28/2022 4:00,3.4,3.4,0,6.83,1.36,0.85
10/28/2022 5:00,18.8,18.8,0.4,6.87,1.36,0.69
10/28/2022 6:00,0.4,0.4,1,6.9,1.36,0.52
10/28/2022 7:00,0,0,0,6.94,1.36,0.36
10/28/2022 8:00,0,0,2.2,6.97,1.36,0.37
10/28/2022 9:00,0,0,1.2,7,1.35,0.37
10/28/2022 10:00,0,0,2.4,7.03,1.35,0.38
10/28/2022 11:00,1.6,1.6,0,7,1.35,0.43
10/28/2022 12:00,1.2,1.2,0,6.98,1.34,0.49
10/28/2022 13:00,0,0,0,6.95,1.34,0.54
10/28/2022 14:00,0,0,0,6.94,1.33,0.42
10/28/2022 15:00,0,0,0.8,6.92,1.32,0.3
10/28/2022 16:00,0,0,0,6.91,1.31,0.18
10/28/2022 17:00,0,0,0,6.89,1.3,0.09
10/28/2022 18:00,0,0,0,6.88,1.3,0
10/28/2022 19:00,0,0,0,6.86,1.29,-0.09
10/28/2022 20:00,0,0,0,6.85,1.28,-0.09
10/28/2022 21:00,0,0,0,6.83,1.27,-0.09
10/28/2022 22:00,0,0,0,6.82,1.26,-0.09
10/28/2022 23:00,0,0,0,6.81,1.25,0.14
10/29/2022 0:00,0,0,0,6.8,1.25,0.36
10/29/2022 1:00,0,0,0,6.79,1.24,0.59
10/29/2022 2:00,0,0,0,6.78,1.23,0.69
10/29/2022 3:00,0,0,0,6.77,1.22,0.79
10/29/2022 4:00,0,0,1.8,6.76,1.21,0.89
10/29/2022 5:00,1.6,1.6,0.4,6.76,1.21,0.79
10/29/2022 6:00,1.2,1.2,0,6.76,1.21,0.7
10/29/2022 7:00,0.2,0.2,0,6.76,1.21,0.6
10/29/2022 8:00,0,0,0,6.77,1.2,0.57
10/29/2022 9:00,0,0,0,6.77,1.2,0.55
10/29/2022 10:00,0,0,0,6.78,1.19,0.52
10/29/2022 11:00,0,0,0,6.78,1.19,0.55
10/29/2022 12:00,0,0,0,6.77,1.18,0.59
10/29/2022 13:00,0,0,0,6.77,1.18,0.62
10/29/2022 14:00,0,0,0,6.75,1.18,0.54
10/29/2022 15:00,0,0,0,6.74,1.17,0.46
10/29/2022 16:00,0,0,0,6.72,1.17,0.38
10/29/2022 17:00,0,0,0,6.71,1.16,0.22
10/29/2022 18:00,0,0,0,6.69,1.16,0.06
10/29/2022 19:00,0,0,0,6.68,1.15,-0.1
10/29/2022 20:00,0,0,0,6.67,1.14,-0.07
10/29/2022 21:00,0,0,0,6.67,1.13,-0.05
10/29/2022 22:00,0,0,0,6.66,1.12,-0.02
10/29/2022 23:00,0,0,0,6.66,1.11,0.21
10/30/2022 0:00,0,0,0,6.65,1.11,0.44
10/30/2022 1:00,0,0,0,6.65,1.1,0.67
10/30/2022 2:00,0,0,0,6.64,1.09,0.81
10/30/2022 3:00,0,0,0,6.64,1.09,0.95
10/30/2022 4:00,0,0,0,6.63,1.08,1.09
10/30/2022 5:00,0,0,0,6.62,1.08,1.06
10/30/2022 6:00,0,0,0,6.62,1.08,1.02
10/30/2022 7:00,0,0,0,6.61,1.08,0.99
10/30/2022 8:00,0,0,0,6.61,1.08,0.89
10/30/2022 9:00,0,0,0,6.6,1.09,0.79
10/30/2022 10:00,0,0,0,6.6,1.09,0.69
10/30/2022 11:00,0,0,0,6.59,1.08,0.69
10/30/2022 12:00,0,0,0,6.59,1.08,0.68
10/30/2022 13:00,0,0,0,6.58,1.07,0.68
10/30/2022 14:00,0,0,0,6.58,1.07,0.59
10/30/2022 15:00,0,0,0,6.57,1.06,0.5
10/30/2022 16:00,0,0,0,6.57,1.06,0.41
10/30/2022 17:00,0,0,0,6.56,1.06,0.23
10/30/2022 18:00,0,0,0,6.56,1.05,0.05
10/30/2022 19:00,0,0,0,6.55,1.05,-0.13
10/30/2022 20:00,0,0,0,6.54,1.04,-0.13
10/30/2022 21:00,0,0,0,6.54,1.04,-0.14
10/30/2022 22:00,0,0,0,6.53,1.03,-0.14
10/30/2022 23:00,0,0,0,6.53,1.02,0.04
10/31/2022 0:00,0,0,0,6.52,1.01,0.21
10/31/2022 1:00,0,0,0,6.52,1,0.39
10/31/2022 2:00,0,0,0,6.52,0.99,0.58
10/31/2022 3:00,0,0,0,6.51,0.99,0.76
10/31/2022 4:00,0,0,0,6.51,0.98,0.95
10/31/2022 5:00,0,0,0,6.5,0.98,1
10/31/2022 6:00,0,0,0,6.5,0.98,1.04
10/31/2022 7:00,0,0,0,6.49,0.98,1.09
10/31/2022 8:00,0,0,0,6.49,0.99,1.03
10/31/2022 9:00,0,0,0,6.49,0.99,0.96
10/31/2022 10:00,0,0,0.2,6.49,1,0.9
10/31/2022 11:00,0,0,0,6.48,1,0.86
10/31/2022 12:00,0,0,0,6.48,1,0.83
10/31/2022 13:00,0,0,0,6.47,1,0.79
10/31/2022 14:00,0,0,0,6.47,1,0.72
10/31/2022 15:00,0,0,0,6.46,1,0.66
10/31/2022 16:00,0,0,0,6.46,1,0.59
10/31/2022 17:00,0,0,0,6.45,1,0.41
10/31/2022 18:00,0,0,0,6.45,0.99,0.22
10/31/2022 19:00,0,0,0,6.44,0.99,0.04
10/31/2022 20:00,0,0,0,6.44,0.98,-0.03
10/31/2022 21:00,0,0,0,6.43,0.97,-0.1
10/31/2022 22:00,0,0,0,6.43,0.96,-0.17
10/31/2022 23:00,0,0,0,6.43,0.95,-0.04
11/1/2022 0:00,0,0,0,6.42,0.95,0.09
11/1/2022 1:00,0,0,0,6.42,0.94,0.22
11/1/2022 2:00,0,0,0.2,6.42,0.93,0.41
11/1/2022 3:00,0,0,0,6.41,0.92,0.61
11/1/2022 4:00,0,0,0,6.41,0.91,0.8
11/1/2022 5:00,0,0,0,6.41,0.91,0.87
11/1/2022 6:00,0,0,0,6.41,0.9,0.94
11/1/2022 7:00,0,0,0,6.41,0.9,1.01
11/1/2022 8:00,0,0,0,6.41,0.91,0.99
11/1/2022 9:00,0,0,0,6.4,0.91,0.97
11/1/2022 10:00,0,0,0,6.4,0.92,0.95
11/1/2022 11:00,0,0,0,6.4,0.93,0.9
11/1/2022 12:00,0,0,0,6.39,0.94,0.86
11/1/2022 13:00,0,0,0,6.39,0.95,0.81
11/1/2022 14:00,0,0,0,6.39,0.95,0.78
11/1/2022 15:00,0,0,0,6.38,0.94,0.75
11/1/2022 16:00,0,0,0,6.38,0.94,0.72
11/1/2022 17:00,0,0,0,6.38,0.94,0.58
11/1/2022 18:00,0,0,0,6.37,0.93,0.43
11/1/2022 19:00,0,0,0,6.37,0.93,0.29
11/1/2022 20:00,0,0,0,6.36,0.92,0.17
11/1/2022 21:00,0,0,0,6.36,0.92,0.04
11/1/2022 22:00,0,0,0,6.35,0.91,-0.08
11/1/2022 23:00,0,0,0,6.35,0.9,-0.02
11/2/2022 0:00,0,0,0,6.35,0.89,0.05
11/2/2022 1:00,0,0,0.2,6.35,0.88,0.11
11/2/2022 2:00,0,0,0,6.35,0.87,0.28
11/2/2022 3:00,0,0,0,6.34,0.86,0.44
11/2/2022 4:00,0,0,0,6.34,0.85,0.61
11/2/2022 5:00,0,0,0,6.34,0.85,0.74
11/2/2022 6:00,0,0,0,6.33,0.84,0.88
11/2/2022 7:00,0,0,0,6.33,0.84,1.01
11/2/2022 8:00,0,0,0,6.33,0.85,1.02
11/2/2022 9:00,0,0,0,6.33,0.85,1.04
11/2/2022 10:00,0,0,0,6.33,0.86,1.05
11/2/2022 11:00,0,0,0,6.33,0.87,1.01
11/2/2022 12:00,0,0,0,6.32,0.89,0.96
11/2/2022 13:00,0,0,0,6.32,0.9,0.92
11/2/2022 14:00,0,0,0,6.32,0.9,0.89
11/2/2022 15:00,0,0,0,6.31,0.89,0.86
11/2/2022 16:00,0,0,0,6.31,0.89,0.83
11/2/2022 17:00,0,0,0,6.31,0.89,0.72
11/2/2022 18:00,0,0,0,6.3,0.88,0.62
11/2/2022 19:00,0,0,0,6.3,0.88,0.51
11/2/2022 20:00,0,0,0,6.3,0.87,0.36
11/2/2022 21:00,0,0,0,6.3,0.87,0.22
11/2/2022 22:00,0,0,0,6.3,0.86,0.07
11/2/2022 23:00,0,0,0,6.3,0.85,0.06
11/3/2022 0:00,0,0,0.2,6.29,0.85,0.04
11/3/2022 1:00,0,0,0,6.29,0.84,0.03
11/3/2022 2:00,0,0,0,6.29,0.83,0.15
11/3/2022 3:00,0,0,0,6.28,0.82,0.27
11/3/2022 4:00,0,0,0,6.28,0.81,0.39
11/3/2022 5:00,0,0,0.2,6.28,0.8,0.56
11/3/2022 6:00,0,0,0,6.28,0.8,0.73
11/3/2022 7:00,0,0,0,6.28,0.79,0.9
11/3/2022 8:00,0,0,0,6.28,0.79,0.95
11/3/2022 9:00,0,0,0,6.27,0.8,0.99
11/3/2022 10:00,0,0,0,6.27,0.8,1.04
11/3/2022 11:00,0,0,0,6.27,0.81,1
11/3/2022 12:00,0,0,0,6.27,0.83,0.95
11/3/2022 13:00,0,0,0,6.27,0.84,0.91
11/3/2022 14:00,0,0,0,6.27,0.84,0.87
11/3/2022 15:00,0,0,0,6.26,0.85,0.84
11/3/2022 16:00,0,0,0,6.26,0.85,0.8
11/3/2022 17:00,0,0,0,6.26,0.84,0.72
11/3/2022 18:00,0,0,0,6.25,0.84,0.64
11/3/2022 19:00,0,0,0,6.25,0.83,0.56
11/3/2022 20:00,0,0,0,6.25,0.82,0.41
11/3/2022 21:00,0,0,0,6.24,0.82,0.27
11/3/2022 22:00,0,0,0,6.24,0.81,0.12
11/3/2022 23:00,0,0,0,6.24,0.8,0.01
11/4/2022 0:00,0,0,0,6.24,0.8,-0.09
11/4/2022 1:00,0,0,0,6.24,0.79,-0.2
11/4/2022 2:00,0,0,0,6.24,0.78,-0.15
11/4/2022 3:00,0,0,0,6.23,0.77,-0.11
11/4/2022 4:00,0,0,0,6.23,0.76,-0.06
11/4/2022 5:00,0,0,0,6.23,0.75,0.08
11/4/2022 6:00,0,0,0,6.23,0.74,0.22
11/4/2022 7:00,0,0,0,6.23,0.73,0.36
11/4/2022 8:00,0,0,0,6.23,0.72,0.47
11/4/2022 9:00,0,0,0,6.22,0.71,0.57
11/4/2022 10:00,0,0,0,6.22,0.7,0.68
11/4/2022 11:00,0,0,0,6.22,0.71,0.65
11/4/2022 12:00,0,0,0,6.22,0.71,0.63
11/4/2022 13:00,0,0,0,6.22,0.72,0.6
11/4/2022 14:00,0,0,0,6.22,0.72,0.56
11/4/2022 15:00,0,0,0,6.22,0.72,0.53
11/4/2022 16:00,0,0,0,6.22,0.72,0.49
11/4/2022 17:00,0,0,0,6.22,0.71,0.49
11/4/2022 18:00,0,0,0,6.21,0.71,0.5
11/4/2022 19:00,0,0,0,6.21,0.7,0.5
11/4/2022 20:00,0,0,0,6.21,0.7,0.42
11/4/2022 21:00,0,0,0,6.21,0.69,0.34
11/4/2022 22:00,0,0,0,6.21,0.69,0.26
11/4/2022 23:00,0,0,0,6.21,0.68,0.11
11/5/2022 0:00,0,0,0,6.2,0.68,-0.03
11/5/2022 1:00,0,0,0,6.2,0.67,-0.18
11/5/2022 2:00,0,0,0,6.2,0.66,-0.21
11/5/2022 3:00,0,0,0.2,6.2,0.65,-0.23
11/5/2022 4:00,0,0,0,6.2,0.64,-0.26
11/5/2022 5:00,0,0,0,6.2,0.63,-0.13
11/5/2022 6:00,0,0,0,6.19,0.62,-0.01
11/5/2022 7:00,0,0,0,6.19,0.61,0.12
11/5/2022 8:00,0,0,0,6.19,0.6,0.27
11/5/2022 9:00,0,0,0,6.19,0.59,0.41
11/5/2022 10:00,0,0,0,6.19,0.58,0.56
11/5/2022 11:00,0,0,0,6.19,0.59,0.56
11/5/2022 12:00,0,0,0,6.18,0.59,0.57
11/5/2022 13:00,0,0,0,6.18,0.6,0.57
11/5/2022 14:00,0,0,0,6.18,0.61,0.52
11/5/2022 15:00,0,0,0,6.18,0.61,0.46
11/5/2022 16:00,0,0,0,6.18,0.62,0.41
11/5/2022 17:00,0,0,0,6.18,0.61,0.45
11/5/2022 18:00,0,0,0,6.17,0.61,0.48
11/5/2022 19:00,0,0,0,6.17,0.6,0.52
11/5/2022 20:00,0,0,0,6.17,0.6,0.53
11/5/2022 21:00,0,0,0,6.16,0.59,0.55
11/5/2022 22:00,0,0,0,6.16,0.59,0.56
11/5/2022 23:00,0,0,0,6.16,0.59,0.43
11/6/2022 0:00,0,0,0,6.16,0.59,0.29
11/6/2022 1:00,0,0,0,6.16,0.59,0.16
11/6/2022 2:00,0,0,0,6.16,0.59,0.04
11/6/2022 3:00,0,0,0,6.16,0.58,-0.08
11/6/2022 4:00,0,0,0,6.16,0.58,-0.2
11/6/2022 5:00,0,0,0.2,6.16,0.57,-0.1
11/6/2022 6:00,0,0,0,6.15,0.56,-0.01
11/6/2022 7:00,0,0,0,6.15,0.55,0.09
11/6/2022 8:00,0,0,0,6.15,0.54,0.24
11/6/2022 9:00,0,0,0,6.16,0.53,0.38
11/6/2022 10:00,0,0,0,6.16,0.52,0.53
11/6/2022 11:00,0,0,0,6.16,0.52,0.55
11/6/2022 12:00,0,0,0,6.15,0.53,0.56
11/6/2022 13:00,0,0,0,6.15,0.53,0.58
11/6/2022 14:00,0,0,0,6.15,0.54,0.51
11/6/2022 15:00,0,0,0,6.14,0.55,0.44
11/6/2022 16:00,0,0,0,6.14,0.56,0.37
11/6/2022 17:00,0,0,0,6.14,0.55,0.42
11/6/2022 18:00,0,0,0,6.13,0.55,0.46
11/6/2022 19:00,0,0,0,6.13,0.54,0.51
11/6/2022 20:00,0,0,0,6.13,0.54,0.61
11/6/2022 21:00,0,0,0,6.13,0.53,0.71
11/6/2022 22:00,0,0,0,6.13,0.53,0.81
11/6/2022 23:00,0,0,0,6.13,0.55,0.73
11/7/2022 0:00,0,0,0,6.13,0.56,0.64
11/7/2022 1:00,0,0,0,6.13,0.58,0.56
11/7/2022 2:00,0,0,0,6.13,0.58,0.38
11/7/2022 3:00,0,0,0,6.13,0.58,0.2
11/7/2022 4:00,0,0,0,6.13,0.58,0.02
11/7/2022 5:00,0,0,0,6.13,0.57,0.03
11/7/2022 6:00,0,0,0.2,6.12,0.55,0.05
11/7/2022 7:00,0,0,0,6.12,0.54,0.06
11/7/2022 8:00,0,0,0,6.12,0.53,0.21
11/7/2022 9:00,0,0,0,6.12,0.53,0.37
11/7/2022 10:00,0,0,0,6.12,0.52,0.52
11/7/2022 11:00,0,0,0,6.12,0.52,0.52
11/7/2022 12:00,0,0,0,6.12,0.52,0.51
11/7/2022 13:00,0,0,0,6.12,0.52,0.51
11/7/2022 14:00,0,0,0,6.12,0.52,0.39
11/7/2022 15:00,0,0,0,6.11,0.53,0.26
11/7/2022 16:00,0,0,0,6.11,0.53,0.14
11/7/2022 17:00,0,0,0,6.11,0.52,0.16
11/7/2022 18:00,0,0,0,6.11,0.52,0.18
11/7/2022 19:00,0,0,0,6.11,0.51,0.2
11/7/2022 20:00,0,0,0,6.11,0.5,0.38
11/7/2022 21:00,0,0,0,6.1,0.49,0.56
11/7/2022 22:00,0,0,0,6.1,0.48,0.74
11/7/2022 23:00,0,0,0,6.1,0.49,0.75
11/8/2022 0:00,0,0,0,6.09,0.51,0.76
11/8/2022 1:00,0,0,0,6.09,0.52,0.77
11/8/2022 2:00,0,0,0,6.09,0.54,0.58
11/8/2022 3:00,0,0,0.2,6.09,0.55,0.39
11/8/2022 4:00,0,0,0,6.09,0.57,0.2
11/8/2022 5:00,0,0,0,6.09,0.55,0.13
11/8/2022 6:00,0,0,0,6.09,0.54,0.05
11/8/2022 7:00,0,0,0,6.09,0.52,-0.02
11/8/2022 8:00,0,0,0,6.09,0.51,0.12
11/8/2022 9:00,0,0,0,6.09,0.5,0.26
11/8/2022 10:00,0,0,0,6.09,0.49,0.4
11/8/2022 11:00,0,0,0,6.09,0.49,0.4
11/8/2022 12:00,0,0,0,6.09,0.49,0.41
11/8/2022 13:00,0,0,0,6.09,0.49,0.41
11/8/2022 14:00,0,0,0,6.09,0.49,0.26
11/8/2022 15:00,0,0,0,6.09,0.5,0.11
11/8/2022 16:00,0,0,0,6.09,0.5,-0.04
11/8/2022 17:00,0,0,0,6.09,0.49,-0.04
11/8/2022 18:00,0,0,0,6.08,0.48,-0.04
11/8/2022 19:00,0,0,0,6.08,0.47,-0.04
11/8/2022 20:00,0,0,0,6.08,0.46,0.17
11/8/2022 21:00,0,0,0,6.08,0.45,0.38
11/8/2022 22:00,0,0,0,6.08,0.44,0.59
11/8/2022 23:00,0,0,0,6.08,0.45,0.71
11/9/2022 0:00,0,0,0,6.07,0.45,0.84
11/9/2022 1:00,0,0,0,6.07,0.46,0.96
11/9/2022 2:00,0,0,0,6.07,0.49,0.82
11/9/2022 3:00,0,0,0,6.07,0.51,0.68
11/9/2022 4:00,0,0,0,6.07,0.54,0.54
11/9/2022 5:00,0,0,0,6.07,0.54,0.42
11/9/2022 6:00,0,0,0,6.07,0.54,0.31
11/9/2022 7:00,0,0,0,6.07,0.54,0.19
11/9/2022 8:00,0,0,0,6.07,0.52,0.26
11/9/2022 9:00,0,0,0,6.07,0.51,0.33
11/9/2022 10:00,0,0,0,6.07,0.49,0.4
11/9/2022 11:00,0,0,0,6.07,0.48,0.4
11/9/2022 12:00,0,0,0,6.07,0.48,0.41
11/9/2022 13:00,0,0,0,6.07,0.47,0.41
11/9/2022 14:00,0,0,0,6.07,0.47,0.24
11/9/2022 15:00,0,0,0,6.07,0.48,0.07
11/9/2022 16:00,0,0,0,6.07,0.48,-0.1
11/9/2022 17:00,0,0,0,6.07,0.47,-0.17
11/9/2022 18:00,0,0,0,6.07,0.46,-0.25
11/9/2022 19:00,0,0,0,6.07,0.45,-0.32
11/9/2022 20:00,0,0,0,6.07,0.44,-0.13
11/9/2022 21:00,0,0,0,6.07,0.43,0.05
11/9/2022 22:00,0,0,0,6.07,0.42,0.24
11/9/2022 23:00,0,0,0,6.07,0.41,0.41
11/10/2022 0:00,0.2,0.2,0,6.08,0.41,0.57
11/10/2022 1:00,0,0,0,6.08,0.4,0.74
11/10/2022 2:00,0.4,0.4,0,6.08,0.43,0.72
11/10/2022 3:00,3.8,3.8,0,6.08,0.45,0.7
11/10/2022 4:00,0,0,0,6.08,0.48,0.68
11/10/2022 5:00,0,0,0.4,6.08,0.49,0.56
11/10/2022 6:00,0.2,0.2,0,6.08,0.51,0.44
11/10/2022 7:00,0.2,0.2,0.2,6.08,0.52,0.32
11/10/2022 8:00,0,0,0,6.08,0.5,0.33
11/10/2022 9:00,0,0,0,6.07,0.49,0.34
11/10/2022 10:00,0,0,1,6.07,0.47,0.35
11/10/2022 11:00,0,0,0.2,6.07,0.46,0.37
11/10/2022 12:00,0,0,0,6.07,0.46,0.4
11/10/2022 13:00,0,0,0,6.07,0.45,0.42
11/10/2022 14:00,0,0,0,6.07,0.45,0.27
11/10/2022 15:00,0,0,0,6.08,0.45,0.12
11/10/2022 16:00,0.4,0.4,0.2,6.08,0.45,-0.03
11/10/2022 17:00,0,0,2,6.08,0.44,-0.15
11/10/2022 18:00,0.2,0.2,0.6,6.08,0.44,-0.26
11/10/2022 19:00,0.4,0.4,3.2,6.08,0.43,-0.38
11/10/2022 20:00,0.2,0.2,2.8,6.08,0.42,-0.25
11/10/2022 21:00,1,1,2.6,6.07,0.41,-0.12
11/10/2022 22:00,1,1,1,6.07,0.4,0.01
11/10/2022 23:00,0,0,0.2,6.07,0.39,0.19
11/11/2022 0:00,0,0,0,6.08,0.39,0.36
11/11/2022 1:00,0,0,0,6.08,0.38,0.54
11/11/2022 2:00,0,0,0,6.08,0.39,0.59
11/11/2022 3:00,0,0,0,6.08,0.41,0.65
11/11/2022 4:00,0,0,0,6.08,0.42,0.7
11/11/2022 5:00,0,0,0,6.08,0.44,0.59
11/11/2022 6:00,0,0,0,6.09,0.46,0.48
11/11/2022 7:00,0,0,0,6.09,0.48,0.37
11/11/2022 8:00,0,0,0,6.09,0.47,0.34
11/11/2022 9:00,0,0,0,6.09,0.45,0.3
11/11/2022 10:00,0,0,0,6.09,0.44,0.27
11/11/2022 11:00,0,0,0,6.09,0.43,0.29
11/11/2022 12:00,0,0,0,6.08,0.43,0.31
11/11/2022 13:00,0,0,0,6.08,0.42,0.33
11/11/2022 14:00,0,0,0,6.07,0.42,0.21
11/11/2022 15:00,0,0,0,6.07,0.41,0.1
11/11/2022 16:00,0,0,0,6.06,0.41,-0.02
11/11/2022 17:00,0,0,0,6.06,0.4,-0.16
11/11/2022 18:00,0,0,0,6.05,0.39,-0.29
11/11/2022 19:00,0,0,0,6.05,0.38,-0.43
11/11/2022 20:00,0,0,0,6.05,0.37,-0.36
11/11/2022 21:00,0,0,0,6.04,0.35,-0.28
11/11/2022 22:00,0,0,0,6.04,0.34,-0.21
11/11/2022 23:00,0,0,0,6.04,0.33,-0.04
11/12/2022 0:00,0,0,0,6.04,0.32,0.14
11/12/2022 1:00,0,0,0,6.04,0.31,0.31
11/12/2022 2:00,0,0,2.8,6.04,0.32,0.42
11/12/2022 3:00,0,0,0,6.03,0.32,0.52
11/12/2022 4:00,0,0,0,6.03,0.33,0.63
11/12/2022 5:00,0,0,0,6.03,0.35,0.56
11/12/2022 6:00,0,0,0,6.03,0.38,0.49
11/12/2022 7:00,0,0,0,6.03,0.4,0.42
11/12/2022 8:00,0.4,0.4,0,6.03,0.4,0.37
11/12/2022 9:00,0.2,0.2,0.2,6.02,0.39,0.33
11/12/2022 10:00,0.8,0.8,0,6.02,0.39,0.28
11/12/2022 11:00,0,0,0,6.02,0.38,0.29
11/12/2022 12:00,0.2,0.2,0,6.02,0.38,0.3
11/12/2022 13:00,0,0,0,6.02,0.37,0.31
11/12/2022 14:00,0,0,0,6.02,0.37,0.22
11/12/2022 15:00,0.8,0.8,0,6.02,0.36,0.14
11/12/2022 16:00,0,0,0,6.02,0.36,0.05
11/12/2022 17:00,0,0,0,6.03,0.35,-0.1
11/12/2022 18:00,0.6,0.6,0,6.03,0.35,-0.26
11/12/2022 19:00,0,0,0,6.04,0.34,-0.41
11/12/2022 20:00,0.2,0.2,0,6.05,0.33,-0.37
11/12/2022 21:00,0.2,0.2,0,6.05,0.31,-0.34
11/12/2022 22:00,0.2,0.2,0,6.06,0.3,-0.3
11/12/2022 23:00,0,0,0,6.07,0.29,-0.15
11/13/2022 0:00,0,0,0,6.07,0.28,0
11/13/2022 1:00,0,0,0,6.08,0.27,0.15
11/13/2022 2:00,0,0,0,6.08,0.27,0.3
11/13/2022 3:00,0,0,0,6.09,0.27,0.44
11/13/2022 4:00,0,0,0,6.09,0.27,0.59
11/13/2022 5:00,0,0,0,6.09,0.3,0.57
11/13/2022 6:00,0.2,0.2,0,6.09,0.32,0.56
11/13/2022 7:00,0.4,0.4,0,6.09,0.35,0.54
11/13/2022 8:00,0,0,0,6.08,0.36,0.47
11/13/2022 9:00,0,0,0.8,6.08,0.37,0.4
11/13/2022 10:00,0,0,0,6.07,0.38,0.33
11/13/2022 11:00,0.6,0.6,0,6.06,0.37,0.33
11/13/2022 12:00,0,0,0,6.06,0.35,0.34
11/13/2022 13:00,0,0,0.2,6.05,0.34,0.34
11/13/2022 14:00,0,0,0,6.05,0.34,0.26
11/13/2022 15:00,2.6,2.6,2,6.05,0.34,0.18
11/13/2022 16:00,0,0,0.8,6.05,0.34,0.1
11/13/2022 17:00,0,0,0,6.05,0.33,-0.04
11/13/2022 18:00,0,0,0.4,6.06,0.33,-0.19
11/13/2022 19:00,0,0,2.6,6.06,0.32,-0.33
11/13/2022 20:00,0.6,0.6,0.4,6.08,0.31,-0.34
11/13/2022 21:00,1.2,1.2,0,6.09,0.29,-0.35
11/13/2022 22:00,0,0,0,6.11,0.28,-0.36
11/13/2022 23:00,0,0,0.2,6.14,0.27,-0.24
11/14/2022 0:00,0,0,0.8,6.17,0.26,-0.13
11/14/2022 1:00,0,0,1.2,6.2,0.25,-0.01
11/14/2022 2:00,0,0,0,6.22,0.25,0.13
11/14/2022 3:00,1.2,1.2,0,6.23,0.24,0.28
11/14/2022 4:00,0.2,0.2,0,6.25,0.24,0.42
11/14/2022 5:00,0.2,0.2,0,6.27,0.26,0.45
11/14/2022 6:00,0.2,0.2,3.6,6.28,0.29,0.48
11/14/2022 7:00,3,3,0,6.3,0.31,0.51
11/14/2022 8:00,2.6,2.6,0,6.31,0.33,0.46
11/14/2022 9:00,0,0,0.2,6.33,0.35,0.4
11/14/2022 10:00,0.2,0.2,0,6.34,0.37,0.35
11/14/2022 11:00,0,0,0,6.44,0.36,0.34
11/14/2022 12:00,0,0,0,6.53,0.35,0.34
11/14/2022 13:00,0,0,0,6.63,0.34,0.33
11/14/2022 14:00,0,0,0,6.7,0.34,0.26
11/14/2022 15:00,0,0,0,6.76,0.35,0.19
11/14/2022 16:00,0,0,0,6.83,0.35,0.12
11/14/2022 17:00,0,0,0,6.77,0.35,-0.02
11/14/2022 18:00,0,0,0,6.71,0.36,-0.16
11/14/2022 19:00,0,0,0,6.65,0.36,-0.3
11/14/2022 20:00,0,0,0,6.61,0.35,-0.33
11/14/2022 21:00,0,0,0,6.57,0.35,-0.35
11/14/2022 22:00,0,0,0,6.53,0.34,-0.38
11/14/2022 23:00,0,0,0,6.51,0.33,-0.28
11/15/2022 0:00,0,0,0,6.48,0.32,-0.17
11/15/2022 1:00,0,0,0,6.46,0.31,-0.07
11/15/2022 2:00,0,0,0,6.45,0.3,0.06
11/15/2022 3:00,0.2,0.2,0,6.43,0.3,0.2
11/15/2022 4:00,0.8,0.8,0.2,6.42,0.29,0.33
11/15/2022 5:00,0,0,0.2,6.42,0.3,0.4
11/15/2022 6:00,0,0,0.2,6.41,0.3,0.46
11/15/2022 7:00,0,0,0,6.41,0.31,0.53
11/15/2022 8:00,8,8,0,6.63,0.33,0.5
11/15/2022 9:00,23.8,23.8,0,6.85,0.36,0.47
11/15/2022 10:00,0.8,0.8,0,7.07,0.38,0.44
11/15/2022 11:00,0,0,0,7.11,0.4,0.42
11/15/2022 12:00,0,0,0,7.15,0.41,0.39
11/15/2022 13:00,1.4,1.4,0,7.19,0.43,0.37
11/15/2022 14:00,0,0,0,7.29,0.44,0.32
11/15/2022 15:00,4.4,4.4,0.4,7.4,0.46,0.27
11/15/2022 16:00,0,0,16.4,7.5,0.47,0.22
11/15/2022 17:00,0.2,0.2,7,7.48,0.49,0.1
11/15/2022 18:00,1.6,1.6,0,7.46,0.51,-0.03
11/15/2022 19:00,0,0,1.4,7.44,0.53,-0.15
11/15/2022 20:00,0.2,0.2,0,7.36,0.53,-0.2
11/15/2022 21:00,0,0,0,7.27,0.52,-0.24
11/15/2022 22:00,0,0,0.2,7.19,0.52,-0.29
11/15/2022 23:00,0,0,0,7.14,0.51,-0.22
11/16/2022 0:00,0,0,0,7.1,0.5,-0.16
